GameTitle,Profit,GenreRank
"Backyard Baseball",0.49,666
"Barbie Horse Adventures: Wild Horse Rescue",0.49,666
"Football Manager Handheld 2009",0.49,666
"Active Life: Extreme Challenge",0.48000000000000004,675
"2010 FIFA World Cup South Africa",0.48,676
"Tiger Woods PGA Tour 06",0.48,676
"Tiger Woods PGA Tour 07",0.48,676
"Bass Pro Shops: The Strike",0.48,676
"All-Star Baseball 99",0.48,676
"NFL Xtreme 2",0.48,676
"Virtua Tennis 4: World Tour",0.48,676
"FIFA World Cup Germany 2006",0.47000000000000003,683
"NBA Live 99",0.47000000000000003,683
"NBA Ballers: Phenom",0.47000000000000003,683
"Imagine: Figure Skater (US sales)",0.47000000000000003,683
"Mat Hoffman's Pro BMX 2",0.47000000000000003,683
"FIFA 12",0.47,688
"NHL 16",0.47,688
"Tiger Woods PGA Tour 07",0.47,688
"Major League Baseball 2K13",0.47,688
"World Soccer Winning Eleven 8: Liveware Evolution",0.47,688
